Date,Open,High,Low,Close,Volume
11-Aug-17,156.60,158.57,156.07,157.48,26257096
10-Aug-17,159.90,160.00,154.63,155.32,40804273
9-Aug-17,159.26,161.27,159.11,161.06,26131530
8-Aug-17,158.60,161.83,158.27,160.08,36205896
7-Aug-17,157.06,158.92,156.67,158.81,21870321
4-Aug-17,156.07,157.40,155.69,156.39,20559852
3-Aug-17,157.05,157.21,155.02,155.57,27097296
2-Aug-17,159.28,159.75,156.16,157.14,69936800
1-Aug-17,149.10,150.22,148.41,150.05,35368645
31-Jul-17,149.90,150.33,148.13,148.73,19845920
28-Jul-17,149.89,150.23,149.19,149.50,17213653
27-Jul-17,153.75,153.99,147.30,150.56,32476337
26-Jul-17,153.35,153.93,153.06,153.46,15780951
25-Jul-17,151.80,153.84,151.80,152.74,18853932
24-Jul-17,150.58,152.44,149.90,152.09,21493160
21-Jul-17,149.99,150.44,148.88,150.27,26252630
20-Jul-17,151.50,151.74,150.19,150.34,17243748
19-Jul-17,150.48,151.42,149.95,151.02,20922969
18-Jul-17,149.20,150.13,148.67,150.08,17868792
17-Jul-17,148.82,150.90,148.57,149.56,23793456
14-Jul-17,147.97,149.33,147.33,149.04,20132061
13-Jul-17,145.50,148.49,145.44,147.77,25199373
12-Jul-17,145.87,146.18,144.82,145.74,24884478
11-Jul-17,144.73,145.85,144.38,145.53,19781836
10-Jul-17,144.11,145.95,143.37,145.06,21090636
7-Jul-17,142.90,144.75,142.90,144.18,19201712
6-Jul-17,143.02,143.50,142.41,142.73,24128782
5-Jul-17,143.69,144.79,142.72,144.09,21569557
3-Jul-17,144.88,145.30,143.10,143.50,14277848
30-Jun-17,144.45,144.96,143.78,144.02,23024107
29-Jun-17,144.71,145.13,142.28,143.68,31499368
28-Jun-17,144.49,146.11,143.16,145.83,22082432
27-Jun-17,145.01,146.16,143.62,143.73,24761891
26-Jun-17,147.17,148.28,145.38,145.82,25692361
23-Jun-17,145.13,147.16,145.11,146.28,35439389
22-Jun-17,145.77,146.70,145.12,145.63,19106294
21-Jun-17,145.52,146.07,144.61,145.87,21265751
20-Jun-17,146.87,146.87,144.94,145.01,24900073
19-Jun-17,143.66,146.74,143.66,146.34,32541404
16-Jun-17,143.78,144.50,142.20,142.27,50361093
15-Jun-17,143.32,144.48,142.21,144.29,32165373
14-Jun-17,147.50,147.50,143.84,145.16,31531232
13-Jun-17,147.16,147.45,145.15,146.59,34165445
12-Jun-17,145.74,146.09,142.51,145.42,72307330
9-Jun-17,155.19,155.19,146.02,148.98,64882657
8-Jun-17,155.25,155.54,154.40,154.99,21250798
7-Jun-17,155.02,155.98,154.48,155.37,21069647
6-Jun-17,153.90,155.81,153.78,154.45,26624926
5-Jun-17,154.34,154.45,153.46,153.93,25331662
2-Jun-17,153.58,155.45,152.89,155.45,27770715
1-Jun-17,153.17,153.33,152.22,153.18,16404088
31-May-17,153.97,154.17,152.38,152.76,24451164
30-May-17,153.42,154.43,153.33,153.67,20126851
26-May-17,154.00,154.24,153.31,153.61,21927637
25-May-17,153.73,154.35,153.03,153.87,19235598
24-May-17,153.84,154.17,152.67,153.34,19219154
23-May-17,154.90,154.90,153.31,153.80,19918871
22-May-17,154.00,154.58,152.91,153.99,22966437
19-May-17,153.38,153.98,152.63,153.06,26960788
18-May-17,151.27,153.34,151.13,152.54,33568215
17-May-17,153.60,154.57,149.71,150.25,50767678
16-May-17,155.94,156.06,154.72,155.47,20048478
15-May-17,156.01,156.65,155.05,155.70,26009719
12-May-17,154.70,156.42,154.67,156.10,32527017
11-May-17,152.45,154.07,152.31,153.95,27255058
10-May-17,153.63,153.94,152.11,153.26,25805692
9-May-17,153.87,154.88,153.45,153.99,39130363
8-May-17,149.03,153.70,149.03,153.01,48752413
5-May-17,146.76,148.98,146.76,148.96,27327725
4-May-17,146.52,147.14,145.81,146.53,23371872
3-May-17,145.59,147.49,144.27,147.06,45697034
2-May-17,147.54,148.09,146.84,147.51,45352194
1-May-17,145.10,147.20,144.96,146.58,33602943
28-Apr-17,144.09,144.30,143.27,143.65,20860358
27-Apr-17,143.92,144.16,143.31,143.79,14246347
26-Apr-17,144.47,144.60,143.38,143.68,20041241
25-Apr-17,143.91,144.90,143.87,144.53,18871501
24-Apr-17,143.50,143.95,143.18,143.64,17134333
21-Apr-17,142.44,142.68,141.85,142.27,17320928
20-Apr-17,141.22,142.92,141.16,142.44,23319562
19-Apr-17,141.88,142.00,140.45,140.68,17328375
18-Apr-17,141.41,142.04,141.11,141.20,14697544
17-Apr-17,141.48,141.88,140.87,141.83,16582094
13-Apr-17,141.91,142.38,141.05,141.05,17822880
12-Apr-17,141.60,142.15,141.01,141.80,20350000
11-Apr-17,142.94,143.35,140.06,141.63,30379376
10-Apr-17,143.60,143.88,142.90,143.17,18933397
7-Apr-17,143.73,144.18,143.27,143.34,16672198
6-Apr-17,144.29,144.52,143.45,143.66,21149034
5-Apr-17,144.22,145.46,143.81,144.02,27717854
4-Apr-17,143.25,144.89,143.17,144.77,19891354
3-Apr-17,143.71,144.12,143.05,143.70,19985714
31-Mar-17,143.72,144.27,143.01,143.66,19661651
30-Mar-17,144.19,144.50,143.50,143.93,21207252
29-Mar-17,143.68,144.49,143.19,144.12,29189955
28-Mar-17,140.91,144.04,140.62,143.80,33374805
27-Mar-17,139.39,141.22,138.62,140.88,23575094
24-Mar-17,141.50,141.74,140.35,140.64,22395563
23-Mar-17,141.26,141.58,140.61,140.92,20346301
22-Mar-17,139.84,141.60,139.76,141.42,25860165
21-Mar-17,142.11,142.80,139.73,139.84,39529912
20-Mar-17,140.40,141.50,140.23,141.46,21542038
17-Mar-17,141.00,141.00,139.89,139.99,43884952
16-Mar-17,140.72,141.02,140.26,140.69,19231998
15-Mar-17,139.41,140.75,139.02,140.46,25691774
14-Mar-17,139.30,139.65,138.84,138.99,15309065
13-Mar-17,138.85,139.43,138.82,139.20,17421717
10-Mar-17,139.25,139.36,138.64,139.14,19612801
9-Mar-17,138.74,138.79,137.05,138.68,22155904
8-Mar-17,138.95,139.80,138.82,139.00,18707236
7-Mar-17,139.06,139.98,138.79,139.52,17446297
6-Mar-17,139.36,139.77,138.60,139.34,21750044
3-Mar-17,138.78,139.83,138.59,139.78,21571121
2-Mar-17,140.00,140.28,138.76,138.96,26210984
1-Mar-17,137.89,140.15,137.60,139.79,36414585
28-Feb-17,137.08,137.44,136.70,136.99,23482860
27-Feb-17,137.14,137.44,136.28,136.93,20257426
24-Feb-17,135.91,136.66,135.28,136.66,21776585
23-Feb-17,137.38,137.48,136.30,136.53,20788186
22-Feb-17,136.43,137.12,136.11,137.11,20836932
21-Feb-17,136.23,136.75,135.98,136.70,24507156
17-Feb-17,135.10,135.83,135.10,135.72,22198197
16-Feb-17,135.67,135.90,134.84,135.34,22584555
15-Feb-17,135.52,136.27,134.62,135.51,35623100
14-Feb-17,133.47,135.09,133.25,135.02,33226223
13-Feb-17,133.08,133.82,132.75,133.29,23035421
10-Feb-17,132.46,132.94,132.05,132.12,20065458
9-Feb-17,131.65,132.44,131.12,132.42,28349859
8-Feb-17,131.35,132.22,131.22,132.04,23004072
7-Feb-17,130.54,132.09,130.45,131.53,38183841
6-Feb-17,129.13,130.50,128.90,130.29,26845924
3-Feb-17,128.31,129.19,128.16,129.08,24507301
2-Feb-17,127.98,129.39,127.78,128.53,33710411
1-Feb-17,127.03,130.49,127.01,128.75,111985040
31-Jan-17,121.15,121.39,120.62,121.35,49200993
30-Jan-17,120.93,121.63,120.66,121.63,30377503
27-Jan-17,122.14,122.35,121.60,121.95,20562944
26-Jan-17,121.67,122.44,121.60,121.94,26337576
25-Jan-17,120.42,122.10,120.28,121.88,32586673
24-Jan-17,119.55,120.10,119.50,119.97,23211038
23-Jan-17,120.00,120.81,119.77,120.08,22050218
20-Jan-17,120.45,120.45,119.73,120.00,32597892
19-Jan-17,119.40,120.09,119.37,119.78,25597291
18-Jan-17,120.00,120.50,119.71,119.99,23712961
17-Jan-17,118.34,120.24,118.22,120.00,34439843
13-Jan-17,119.11,119.62,118.81,119.04,26111948
12-Jan-17,118.90,119.30,118.21,119.25,27086220
11-Jan-17,118.74,119.93,118.60,119.75,27588593
10-Jan-17,118.77,119.38,118.30,119.11,24462051
9-Jan-17,117.95,119.43,117.94,118.99,33561948
6-Jan-17,116.78,118.16,116.47,117.91,31751900
5-Jan-17,115.92,116.86,115.81,116.61,22193587
4-Jan-17,115.85,116.51,115.75,116.02,21118116
3-Jan-17,115.80,116.33,114.76,116.15,28781865
30-Dec-16,116.65,117.20,115.43,115.82,30586265
29-Dec-16,116.45,117.11,116.40,116.73,15039519
28-Dec-16,117.52,118.02,116.20,116.76,20905892
27-Dec-16,116.52,117.80,116.49,117.26,18296855
23-Dec-16,115.59,116.52,115.59,116.52,14249484
22-Dec-16,116.35,116.51,115.64,116.29,26085854
21-Dec-16,116.80,117.40,116.78,117.06,23783165
20-Dec-16,116.74,117.50,116.68,116.95,21424965
19-Dec-16,115.80,117.38,115.75,116.64,27779423
16-Dec-16,116.47,116.50,115.64,115.97,44351134
15-Dec-16,115.38,116.73,115.23,115.82,46524544
14-Dec-16,115.04,116.20,114.98,115.19,34031834
13-Dec-16,113.84,115.92,113.75,115.19,43733811
12-Dec-16,113.29,115.00,112.49,113.30,26374377
9-Dec-16,112.31,114.70,112.31,113.95,34402627
8-Dec-16,110.86,112.43,110.60,112.12,27068316
7-Dec-16,109.26,111.19,109.16,111.03,29998719
6-Dec-16,109.50,110.36,109.19,109.95,26195462
5-Dec-16,110.00,110.03,108.25,109.11,34324540
2-Dec-16,109.17,110.09,108.85,109.90,26527997
1-Dec-16,110.36,110.94,109.03,109.49,37086862
30-Nov-16,111.60,112.20,110.27,110.52,36162258
29-Nov-16,110.78,112.03,110.07,111.46,28528750
28-Nov-16,111.43,112.46,111.39,111.57,27193983
25-Nov-16,111.47,111.87,110.95,111.79,11475922
23-Nov-16,111.36,111.51,110.33,111.23,27426394
22-Nov-16,111.95,112.42,111.40,111.80,25965534
21-Nov-16,110.12,111.99,110.01,111.73,29264571
18-Nov-16,109.72,110.54,109.66,110.06,28428917
17-Nov-16,109.81,110.35,108.83,109.95,26964598
16-Nov-16,106.70,110.23,106.60,109.99,58840522
15-Nov-16,106.57,107.68,106.16,107.11,32264510
14-Nov-16,107.71,107.81,104.08,105.71,51175504
11-Nov-16,107.12,108.87,106.55,108.43,34143898
10-Nov-16,111.09,111.09,105.83,107.79,57134541
9-Nov-16,109.88,111.32,108.05,110.88,59176361
8-Nov-16,110.31,111.72,109.70,111.06,24254179
7-Nov-16,110.08,110.51,109.46,110.41,32560000
4-Nov-16,108.53,110.25,108.11,108.84,30836997
3-Nov-16,110.98,111.46,109.55,109.83,26932602
2-Nov-16,111.40,112.35,111.23,111.59,28331709
1-Nov-16,113.46,113.77,110.53,111.49,43825812
31-Oct-16,113.65,114.23,113.20,113.54,26419398
28-Oct-16,113.87,115.21,113.45,113.72,37861662
27-Oct-16,115.39,115.86,114.10,114.48,34562045
26-Oct-16,114.31,115.70,113.31,115.59,66134219
25-Oct-16,117.95,118.36,117.31,118.25,48128970
24-Oct-16,117.10,117.74,117.00,117.65,23538673
21-Oct-16,116.81,116.91,116.28,116.60,23192665
20-Oct-16,116.86,117.38,116.33,117.06,24125801
19-Oct-16,117.25,117.76,113.80,117.12,20034594
18-Oct-16,118.18,118.21,117.45,117.47,24553478
17-Oct-16,117.33,117.84,116.78,117.55,23624896
14-Oct-16,117.88,118.17,117.13,117.63,35652191
13-Oct-16,116.79,117.44,115.72,116.98,35192406
12-Oct-16,117.35,117.98,116.75,117.34,37586787
11-Oct-16,117.70,118.69,116.20,116.30,64041043
10-Oct-16,115.02,116.75,114.72,116.05,36235956
7-Oct-16,114.31,114.56,113.51,114.06,24358443
6-Oct-16,113.70,114.34,113.13,113.89,28779313
5-Oct-16,113.40,113.66,112.69,113.05,21453089
4-Oct-16,113.06,114.31,112.63,113.00,29736835
3-Oct-16,112.71,113.05,112.28,112.52,21701760
30-Sep-16,112.46,113.37,111.80,113.05,36379106
29-Sep-16,113.16,113.80,111.80,112.18,35886990
28-Sep-16,113.69,114.64,113.43,113.95,29641085
27-Sep-16,113.00,113.18,112.34,113.09,24607412
26-Sep-16,111.64,113.39,111.55,112.88,29869442
23-Sep-16,114.42,114.79,111.55,112.71,52481151
22-Sep-16,114.35,114.94,114.00,114.62,31073984
21-Sep-16,113.85,113.99,112.44,113.55,36003185
20-Sep-16,113.05,114.12,112.51,113.57,34514269
19-Sep-16,115.19,116.18,113.25,113.58,47023046
16-Sep-16,115.12,116.13,114.04,114.92,79886911
15-Sep-16,113.86,115.73,113.49,115.57,90613177
14-Sep-16,108.73,113.03,108.60,111.77,112340318
13-Sep-16,107.51,108.79,107.24,107.95,62176190
12-Sep-16,102.65,105.72,102.53,105.44,45292770
9-Sep-16,104.64,105.72,103.13,103.13,46556984
8-Sep-16,107.25,107.27,105.24,105.52,53002026
7-Sep-16,107.83,108.76,107.07,108.36,42364328
6-Sep-16,107.90,108.30,107.51,107.70,26880391
2-Sep-16,107.70,108.00,106.82,107.73,26334858
1-Sep-16,106.14,106.80,105.62,106.73,26701523
31-Aug-16,105.66,106.57,105.64,106.10,29662406
30-Aug-16,105.80,106.50,105.50,106.00,24863945
29-Aug-16,106.62,107.44,106.29,106.82,24970300
26-Aug-16,107.41,107.95,106.31,106.94,27766291
25-Aug-16,107.39,107.88,106.68,107.57,25086248
24-Aug-16,108.56,108.75,107.68,108.03,23675081
23-Aug-16,108.59,109.32,108.53,108.85,21257669
22-Aug-16,108.86,109.10,107.85,108.51,25820230
19-Aug-16,108.77,109.69,108.36,109.36,25368072
18-Aug-16,109.23,109.60,109.02,109.08,21984703
17-Aug-16,109.10,109.37,108.34,109.22,25355976
16-Aug-16,109.63,110.23,109.21,109.38,33794448
15-Aug-16,108.14,109.54,108.08,109.48,25868209
12-Aug-16,107.78,108.44,107.78,108.18,18660434
11-Aug-16,108.52,108.93,107.85,107.93,27484506
10-Aug-16,108.71,108.90,107.76,108.00,24008505
9-Aug-16,108.23,108.94,108.01,108.81,26315204
8-Aug-16,107.52,108.37,107.16,108.37,28037220
5-Aug-16,106.27,107.65,106.18,107.48,40553402
4-Aug-16,105.58,106.00,105.28,105.87,27408650
3-Aug-16,104.81,105.84,104.77,105.79,30202641
2-Aug-16,106.05,106.07,104.00,104.48,33816556
1-Aug-16,104.41,106.15,104.41,106.05,38167871
29-Jul-16,104.19,104.55,103.68,104.21,27733688
28-Jul-16,102.83,104.45,102.82,104.34,39869839
27-Jul-16,104.26,104.35,102.75,102.95,92344820
26-Jul-16,96.82,97.97,96.42,96.67,56239822
25-Jul-16,98.25,98.84,96.92,97.34,40382921
22-Jul-16,99.26,99.30,98.31,98.66,28313669
21-Jul-16,99.83,101.00,99.13,99.43,32702028
20-Jul-16,100.00,100.46,99.74,99.96,26275968
19-Jul-16,99.56,100.00,99.34,99.87,23779924
18-Jul-16,98.70,100.13,98.60,99.83,36493867
15-Jul-16,98.92,99.30,98.50,98.78,30136990
14-Jul-16,97.39,98.99,97.32,98.79,38918997
13-Jul-16,97.41,97.67,96.84,96.87,25892171
12-Jul-16,97.17,97.70,97.12,97.42,24167463
11-Jul-16,96.75,97.65,96.73,96.98,23794945
8-Jul-16,96.49,96.89,96.05,96.68,28912103
7-Jul-16,95.70,96.50,95.62,95.94,25139558
6-Jul-16,94.60,95.66,94.37,95.53,30949090
5-Jul-16,95.39,95.40,94.46,94.99,27705210
1-Jul-16,95.49,96.46,95.33,95.89,26026540
30-Jun-16,94.44,95.77,94.30,95.60,35836356
29-Jun-16,93.97,94.55,93.63,94.40,36531006
28-Jun-16,92.90,93.66,92.14,93.59,40444914
27-Jun-16,93.00,93.05,91.50,92.04,46622188
24-Jun-16,92.91,94.66,92.65,93.40,75311356
23-Jun-16,95.94,96.29,95.25,96.10,32240187
22-Jun-16,96.25,96.89,95.35,95.55,29219122
21-Jun-16,94.94,96.35,94.68,95.91,35546358
20-Jun-16,96.00,96.57,95.03,95.10,34411901
17-Jun-16,96.62,96.65,95.30,95.33,61008219
16-Jun-16,96.45,97.75,96.07,97.55,31326815
15-Jun-16,97.82,98.41,97.03,97.14,29445227
14-Jun-16,97.32,98.48,96.75,97.46,31931944
13-Jun-16,98.69,99.12,97.10,97.34,38020494
10-Jun-16,98.53,99.35,98.48,98.83,31712936
9-Jun-16,98.50,99.99,98.46,99.65,26601354
8-Jun-16,99.02,99.56,98.68,98.94,20848131
7-Jun-16,99.25,99.87,98.96,99.03,22409450
6-Jun-16,97.99,101.89,97.55,98.63,23292504
3-Jun-16,97.79,98.27,97.45,97.92,28504888
2-Jun-16,97.60,97.84,96.63,97.72,40191600
1-Jun-16,99.02,99.54,98.33,98.46,29173285
31-May-16,99.60,100.40,98.82,99.86,42307212
27-May-16,99.44,100.47,99.24,100.35,36229530
26-May-16,99.68,100.73,98.64,100.41,56093437
25-May-16,98.67,99.74,98.11,99.62,38168760
24-May-16,97.22,98.09,96.84,97.90,35036561
23-May-16,95.87,97.19,95.67,96.43,37860535
20-May-16,94.64,95.43,94.52,95.22,31804564
19-May-16,94.64,94.64,93.57,94.20,29693945
18-May-16,94.16,95.21,93.89,94.56,41923114
17-May-16,94.55,94.70,93.01,93.49,46507449
16-May-16,92.39,94.39,91.65,93.88,61140610
13-May-16,90.00,91.67,90.00,90.52,44188153
12-May-16,92.72,92.78,89.47,90.34,76109795
11-May-16,93.48,93.57,92.46,92.51,28539912
10-May-16,93.33,93.57,92.11,93.42,33592465
9-May-16,93.00,93.77,92.59,92.79,32855251
6-May-16,93.37,93.45,91.85,92.72,43458189
5-May-16,94.00,94.07,92.68,93.24,35763138
4-May-16,95.20,95.90,93.82,94.19,40824776
3-May-16,94.20,95.74,93.68,95.18,56533960
2-May-16,93.96,94.08,92.40,93.64,47736879
29-Apr-16,93.99,94.72,92.51,93.74,68334434
28-Apr-16,97.61,97.88,94.25,94.83,81990674
27-Apr-16,96.00,98.71,95.68,97.82,113538389
26-Apr-16,103.91,105.30,103.91,104.35,40338403
25-Apr-16,105.00,105.65,104.51,105.08,27950966
22-Apr-16,105.01,106.48,104.62,105.68,33477142
21-Apr-16,106.93,106.93,105.52,105.97,31356434
20-Apr-16,106.64,108.09,106.06,107.13,28666865
19-Apr-16,107.88,108.00,106.23,106.91,32292344
18-Apr-16,108.89,108.95,106.94,107.48,60834027
15-Apr-16,112.11,112.30,109.73,109.85,46418482
14-Apr-16,111.62,112.39,111.33,112.10,25337435
13-Apr-16,110.80,112.34,110.80,112.04,32691799
12-Apr-16,109.34,110.50,108.66,110.44,26812000
11-Apr-16,108.97,110.61,108.83,109.02,28313525
8-Apr-16,108.91,109.77,108.17,108.66,23514462
7-Apr-16,109.95,110.42,108.12,108.54,30881022
6-Apr-16,110.23,110.98,109.20,110.96,26047772
5-Apr-16,109.51,110.73,109.42,109.81,26495312
4-Apr-16,110.42,112.19,110.27,111.12,37243224
1-Apr-16,108.78,110.00,108.20,109.99,25626163
31-Mar-16,109.72,109.90,108.88,108.99,25685672
30-Mar-16,108.65,110.42,108.60,109.56,45159861
29-Mar-16,104.89,107.79,104.88,107.68,30774115
28-Mar-16,106.00,106.19,105.06,105.19,19303557
24-Mar-16,105.47,106.25,104.89,105.67,25480914
23-Mar-16,106.48,107.07,105.90,106.13,25452612
22-Mar-16,105.25,107.29,105.21,106.72,32232567
21-Mar-16,105.93,107.65,105.14,105.91,35180796
18-Mar-16,106.34,106.50,105.19,105.92,43402289
17-Mar-16,105.52,106.47,104.96,105.80,34244593
16-Mar-16,104.61,106.31,104.59,105.97,37893758
15-Mar-16,103.96,105.18,103.85,104.58,40067734
14-Mar-16,101.91,102.91,101.78,102.52,25027426
11-Mar-16,102.24,102.28,101.50,102.26,27200833
10-Mar-16,101.41,102.24,100.15,101.17,33513577
9-Mar-16,101.31,101.58,100.27,101.12,27130729
8-Mar-16,100.78,101.76,100.40,101.03,31274161
7-Mar-16,102.39,102.83,100.96,101.87,35828909
4-Mar-16,102.37,103.75,101.37,103.01,45936485
3-Mar-16,100.58,101.71,100.45,101.50,36792245
2-Mar-16,100.51,100.89,99.64,100.75,33084941
1-Mar-16,97.65,100.77,97.42,100.53,50153943
29-Feb-16,96.86,98.23,96.65,96.69,34876558
26-Feb-16,97.20,98.02,96.58,96.91,28913208
25-Feb-16,96.05,96.76,95.25,96.76,27393905
24-Feb-16,93.98,96.38,93.32,96.10,36155642
23-Feb-16,96.40,96.50,94.55,94.69,31686699
22-Feb-16,96.31,96.90,95.92,96.88,34048195
19-Feb-16,96.00,96.76,95.80,96.04,34485576
18-Feb-16,98.84,98.89,96.09,96.26,38494442
17-Feb-16,96.67,98.21,96.15,98.12,44390173
16-Feb-16,95.02,96.85,94.61,96.64,47490678
12-Feb-16,94.19,94.50,93.01,93.99,40121670
11-Feb-16,93.79,94.72,92.59,93.70,49686210
10-Feb-16,95.92,96.35,94.10,94.27,42244975
9-Feb-16,94.29,95.94,93.93,94.99,44262912
8-Feb-16,93.13,95.70,93.04,95.01,53852284
5-Feb-16,96.52,96.92,93.69,94.02,45853883
4-Feb-16,95.86,97.33,95.19,96.60,46263907
3-Feb-16,95.00,96.84,94.08,96.35,45366710
2-Feb-16,95.42,96.04,94.28,94.48,37081206
1-Feb-16,96.47,96.71,95.40,96.43,40571593
29-Jan-16,94.79,97.34,94.35,97.34,64010141
28-Jan-16,93.79,94.52,92.39,94.09,55557109
27-Jan-16,96.04,96.63,93.34,93.42,132224500
26-Jan-16,99.93,100.88,98.07,99.99,63538305
25-Jan-16,101.52,101.53,99.21,99.44,51196375
22-Jan-16,98.63,101.46,98.37,101.42,65562769
21-Jan-16,97.06,97.88,94.94,96.30,52054521
20-Jan-16,95.10,98.19,93.42,96.79,72008265
19-Jan-16,98.41,98.65,95.50,96.66,52841349
15-Jan-16,96.20,97.71,95.36,97.13,79010008
14-Jan-16,97.96,100.48,95.74,99.52,62424154
13-Jan-16,100.32,101.19,97.30,97.39,61745031
12-Jan-16,100.55,100.69,98.84,99.96,49154227
11-Jan-16,98.97,99.06,97.34,98.53,49739377
8-Jan-16,98.55,99.11,96.76,96.96,70798016
7-Jan-16,98.68,100.13,96.43,96.45,81094428
6-Jan-16,100.56,102.37,99.87,100.70,68457388
