Date,Open,High,Low,Close,Volume
2-Jun-14,90.57,90.69,88.93,89.81,92337903
30-May-14,91.14,92.02,89.84,90.43,141005137
29-May-14,89.69,90.98,89.68,90.77,94118633
28-May-14,89.43,89.98,89.11,89.14,78921885
27-May-14,87.98,89.41,87.95,89.38,87216605
23-May-14,86.75,87.82,86.64,87.73,58052491
22-May-14,86.66,87.12,86.30,86.75,50218945
21-May-14,86.26,86.67,86.01,86.62,49249914
20-May-14,86.36,86.63,85.82,86.39,58708986
19-May-14,85.41,86.76,85.33,86.37,79439024
16-May-14,84.09,85.36,83.63,85.36,69091834
15-May-14,84.96,85.23,84.01,84.12,57711731
14-May-14,84.63,85.34,84.53,84.84,41600846
13-May-14,84.57,84.93,84.39,84.82,39934594
12-May-14,83.93,84.81,83.91,84.69,53324677
9-May-14,83.51,83.75,82.90,83.65,72899498
8-May-14,84.04,84.92,83.77,84.00,57574363
7-May-14,85.04,85.33,83.96,84.62,70715988
6-May-14,85.97,86.34,84.92,84.92,93641373
5-May-14,84.31,85.86,84.29,85.85,71766758
2-May-14,84.62,84.89,84.24,84.65,47878572
1-May-14,84.57,84.97,83.77,84.50,61052418
30-Apr-14,84.66,85.63,84.26,84.30,114220883
29-Apr-14,84.82,85.14,84.22,84.62,84344673
28-Apr-14,81.83,85.11,81.79,84.87,167371680
25-Apr-14,80.65,81.71,80.57,81.71,97568814
24-Apr-14,81.17,81.43,80.10,81.11,189978082
23-Apr-14,75.58,75.88,74.92,74.96,98735259
22-Apr-14,75.47,75.98,75.21,75.96,50664453
21-Apr-14,75.05,76.02,74.85,75.88,45668931
17-Apr-14,74.29,75.39,74.17,74.99,71106721
16-Apr-14,74.01,74.44,73.45,74.14,53732994
15-Apr-14,74.32,74.52,73.05,73.99,66622577
14-Apr-14,74.56,74.59,73.89,74.53,51445177
11-Apr-14,74.14,74.69,73.88,74.23,67975012
10-Apr-14,75.81,76.03,74.74,74.78,59912818
9-Apr-14,74.66,75.78,74.57,75.76,51542722
8-Apr-14,75.03,75.16,74.10,74.78,60971883
7-Apr-14,75.43,75.84,74.56,74.78,72462530
4-Apr-14,77.12,77.14,75.80,75.97,68812485
3-Apr-14,77.34,77.50,76.81,76.97,40648111
2-Apr-14,77.48,77.64,77.18,77.51,45104871
1-Apr-14,76.82,77.41,76.68,77.38,50189685
31-Mar-14,77.03,77.26,76.56,76.68,42167188
28-Mar-14,76.90,76.99,76.32,76.69,50141063
27-Mar-14,77.14,77.36,76.45,76.78,55507676
26-Mar-14,78.07,78.43,76.98,77.11,74942224
25-Mar-14,77.36,77.96,77.08,77.86,70573356
24-Mar-14,76.92,77.21,76.44,77.03,88924871
21-Mar-14,75.99,76.25,75.19,76.12,93612169
20-Mar-14,75.70,76.10,75.34,75.53,52099537
19-Mar-14,76.04,76.61,75.57,75.89,56188958
18-Mar-14,75.13,76.00,75.03,75.91,52411863
17-Mar-14,75.39,75.71,75.12,75.25,49886074
14-Mar-14,75.54,75.84,74.71,74.96,59299492
13-Mar-14,76.78,77.09,75.59,75.81,64435609
12-Mar-14,76.36,76.76,76.00,76.66,50195460
11-Mar-14,76.49,76.96,76.08,76.58,70198849
10-Mar-14,75.48,76.19,75.48,75.85,44691430
7-Mar-14,75.87,76.00,75.15,75.78,55415241
6-Mar-14,76.11,76.35,75.44,75.82,46423111
5-Mar-14,75.85,76.39,75.59,76.05,50065519
4-Mar-14,75.86,76.09,75.40,75.89,64884834
3-Mar-14,74.77,75.81,74.69,75.39,59784494
28-Feb-14,75.58,76.11,74.59,75.18,93074653
27-Feb-14,73.88,75.54,73.72,75.38,75557321
26-Feb-14,74.80,75.00,73.66,73.91,69131286
25-Feb-14,75.63,75.65,74.43,74.58,58247350
24-Feb-14,74.74,75.70,74.63,75.36,72364950
21-Feb-14,76.11,76.37,74.94,75.04,69757247
20-Feb-14,76.14,76.71,75.57,75.88,76529103
19-Feb-14,77.82,78.13,76.34,76.77,78554420
18-Feb-14,78.00,78.74,77.94,78.00,65306248
14-Feb-14,77.50,78.00,77.32,77.71,68468036
13-Feb-14,76.38,77.84,76.31,77.78,76960156
12-Feb-14,76.71,77.08,76.18,76.56,77127064
11-Feb-14,75.80,76.82,75.64,76.57,70672252
10-Feb-14,74.09,76.00,74.00,75.57,86451022
7-Feb-14,74.48,74.70,73.91,74.24,93638601
6-Feb-14,72.87,73.36,72.54,73.22,64497223
5-Feb-14,72.37,73.61,72.32,73.23,82322156
4-Feb-14,72.26,72.78,71.82,72.68,94273543
3-Feb-14,71.80,72.53,71.33,71.65,100620772
31-Jan-14,70.74,71.65,70.51,71.51,116336444
30-Jan-14,71.79,72.36,70.96,71.40,169762789
29-Jan-14,71.99,72.48,71.23,71.54,125942796
28-Jan-14,72.68,73.57,71.72,72.36,266833581
27-Jan-14,78.58,79.26,77.96,78.64,144219152
24-Jan-14,79.14,79.37,77.82,78.01,108384437
23-Jan-14,78.56,79.50,77.83,79.45,100978346
22-Jan-14,78.70,79.61,78.26,78.79,95219334
21-Jan-14,77.28,78.58,77.20,78.44,82255544
17-Jan-14,78.78,78.87,77.13,77.24,108426689
16-Jan-14,79.27,79.55,78.81,79.18,57471330
15-Jan-14,79.07,80.03,78.81,79.62,98472619
14-Jan-14,76.89,78.10,76.81,78.06,83734371
13-Jan-14,75.70,77.50,75.70,76.53,94860843
10-Jan-14,77.12,77.26,75.87,76.13,76320664
9-Jan-14,78.11,78.12,76.48,76.65,69905199
8-Jan-14,76.97,77.94,76.96,77.64,64686685
7-Jan-14,77.76,77.99,76.85,77.15,79432766
6-Jan-14,76.78,78.11,76.23,77.70,103359151
3-Jan-14,78.98,79.10,77.20,77.28,98303870
2-Jan-14,79.38,79.58,78.86,79.02,58791957
31-Dec-13,79.17,80.18,79.14,80.15,55819372
30-Dec-13,79.64,80.01,78.90,79.22,63407722
27-Dec-13,80.55,80.63,79.93,80.01,56471317
26-Dec-13,81.16,81.36,80.48,80.56,51002035
24-Dec-13,81.41,81.70,80.86,81.10,41888735
23-Dec-13,81.14,81.53,80.39,81.44,125326831
20-Dec-13,77.91,78.80,77.83,78.43,109103435
19-Dec-13,78.38,78.57,77.68,77.78,80239369
18-Dec-13,78.21,78.78,76.97,78.68,141465807
17-Dec-13,79.39,79.92,79.05,79.28,57475649
16-Dec-13,79.37,80.38,79.29,79.64,70648452
13-Dec-13,80.34,80.41,79.10,79.20,83205283
12-Dec-13,80.38,80.76,80.00,80.08,65572318
11-Dec-13,81.01,81.57,79.96,80.19,89929693
10-Dec-13,80.52,81.13,80.17,80.79,69567610
9-Dec-13,80.14,81.37,80.13,80.92,80123533
6-Dec-13,80.83,80.96,79.94,80.00,86088352
5-Dec-13,81.81,82.16,80.92,81.13,111895315
4-Dec-13,80.79,81.31,80.12,80.71,94452666
3-Dec-13,79.76,80.91,79.67,80.90,112741734
2-Dec-13,79.71,80.62,78.69,78.75,118135885
29-Nov-13,78.50,79.76,78.26,79.44,79532215
27-Nov-13,76.62,78.00,76.20,77.99,90861841
26-Nov-13,74.87,76.59,74.86,76.20,100345728
25-Nov-13,74.43,75.12,74.43,74.82,57348403
22-Nov-13,74.22,74.59,74.08,74.26,55931232
21-Nov-13,73.94,74.46,73.38,74.45,65506861
20-Nov-13,74.18,74.35,73.48,73.57,48545798
19-Nov-13,74.15,74.77,74.00,74.22,52234707
18-Nov-13,75.00,75.31,74.03,74.09,61236224
15-Nov-13,75.23,75.58,74.93,75.00,79479764
14-Nov-13,74.69,75.61,74.55,75.45,70605087
13-Nov-13,74.00,74.61,73.85,74.38,49304927
12-Nov-13,73.95,74.85,73.86,74.29,51114651
11-Nov-13,74.28,74.52,73.49,74.15,56863303
8-Nov-13,73.51,74.45,73.23,74.37,69829543
7-Nov-13,74.23,74.74,73.20,73.21,65655100
6-Nov-13,74.88,74.98,74.03,74.42,55844152
5-Nov-13,74.94,75.56,74.71,75.06,66368071
4-Nov-13,74.44,75.26,74.12,75.25,61157033
1-Nov-13,74.86,74.97,73.69,74.29,68722304
31-Oct-13,75.00,75.36,74.47,74.67,68923785
30-Oct-13,74.23,75.36,73.86,74.98,88540697
29-Oct-13,76.61,77.04,73.51,73.81,158952115
28-Oct-13,75.58,75.86,74.74,75.70,137610123
25-Oct-13,75.90,76.18,75.02,75.14,84448133
24-Oct-13,75.00,76.07,74.64,75.99,96191095
23-Oct-13,74.14,75.10,74.14,74.99,78431122
22-Oct-13,75.20,75.49,72.58,74.27,133515753
21-Oct-13,73.11,74.90,73.07,74.48,99526945
18-Oct-13,72.28,72.75,72.24,72.70,72635570
17-Oct-13,71.43,72.11,71.38,72.07,63398335
16-Oct-13,71.54,71.79,71.32,71.59,62775013
15-Oct-13,71.07,71.71,70.79,71.24,80018603
14-Oct-13,69.98,71.08,69.91,70.86,65474542
11-Oct-13,69.57,70.55,69.31,70.40,66934938
10-Oct-13,70.19,70.34,69.58,69.95,69650490
9-Oct-13,69.23,69.68,68.33,69.51,75431216
8-Oct-13,69.99,70.09,68.65,68.71,72729006
7-Oct-13,69.51,70.38,69.34,69.68,78073107
4-Oct-13,69.12,69.23,68.37,69.00,64717380
3-Oct-13,70.07,70.34,68.68,69.06,80688503
2-Oct-13,69.38,70.26,69.11,69.94,72295902
1-Oct-13,68.35,69.88,68.34,69.71,88470655
30-Sep-13,68.18,68.81,67.77,68.11,65039408
27-Sep-13,69.11,69.24,68.67,68.96,57009729
26-Sep-13,69.43,69.79,69.13,69.46,59305183
25-Sep-13,69.89,69.95,68.78,68.79,79239167
24-Sep-13,70.70,70.78,69.69,69.87,91085743
23-Sep-13,70.87,70.99,68.94,70.09,190526525
20-Sep-13,68.29,68.36,66.57,66.77,174825322
19-Sep-13,67.24,67.98,67.04,67.47,101134712
18-Sep-13,66.17,66.62,65.81,66.38,114215304
17-Sep-13,63.99,65.67,63.93,65.05,99844773
16-Sep-13,65.86,65.94,63.89,64.30,137137665
13-Sep-13,67.05,67.40,66.39,66.41,74708438
12-Sep-13,66.93,67.91,66.57,67.53,101012471
11-Sep-13,66.72,67.67,66.40,66.82,223526688
10-Sep-13,72.31,72.49,69.93,70.66,185798872
9-Sep-13,72.14,72.56,71.93,72.31,85171583
6-Sep-13,71.21,71.34,69.99,71.17,89881253
5-Sep-13,71.46,71.53,70.52,70.75,59091879
4-Sep-13,71.37,71.75,70.90,71.24,86257878
3-Sep-13,70.44,71.51,69.62,69.80,83025166
30-Aug-13,70.29,70.42,69.50,69.60,68100788
29-Aug-13,70.24,70.93,70.16,70.24,59913714
28-Aug-13,69.43,70.83,69.43,70.13,76901678
27-Aug-13,71.14,71.79,69.47,69.80,106047109
26-Aug-13,71.54,72.89,71.50,71.85,82741050
23-Aug-13,71.90,71.91,71.34,71.57,55682221
22-Aug-13,72.14,72.23,71.17,71.85,61051676
21-Aug-13,71.94,72.45,71.60,71.77,83969305
20-Aug-13,72.82,72.94,71.55,71.58,89671743
19-Aug-13,72.05,73.39,72.00,72.53,127629481
16-Aug-13,71.45,71.85,71.27,71.76,90575856
15-Aug-13,70.92,71.77,69.87,71.13,122573507
14-Aug-13,71.13,72.04,70.49,71.21,189092911
13-Aug-13,67.28,70.67,66.86,69.94,220484936
12-Aug-13,65.27,66.95,65.23,66.77,91108290
9-Aug-13,65.52,65.78,64.81,64.92,66905209
8-Aug-13,66.26,66.30,65.42,65.86,63999838
7-Aug-13,66.26,66.71,65.97,66.43,74713968
6-Aug-13,66.86,67.41,66.02,66.46,83728540
5-Aug-13,66.38,67.24,66.02,67.06,79713592
2-Aug-13,65.43,66.12,65.24,66.08,68695326
1-Aug-13,65.11,65.26,64.75,65.24,51562322
31-Jul-13,65.00,65.33,64.20,64.65,80739351
30-Jul-13,64.28,65.31,64.18,64.76,77355565
29-Jul-13,62.97,64.28,62.89,63.97,62110300
26-Jul-13,62.19,63.01,62.05,63.00,50068753
25-Jul-13,62.96,63.06,62.26,62.64,57420636
24-Jul-13,62.70,63.51,62.18,62.93,148013824
23-Jul-13,60.86,60.99,59.82,59.86,92348403
22-Jul-13,61.35,61.39,60.78,60.90,51997596
19-Jul-13,61.87,62.00,60.62,60.71,67194715
18-Jul-13,61.91,62.12,61.52,61.68,54760818
17-Jul-13,61.39,61.75,61.17,61.47,49764064
16-Jul-13,60.93,61.53,60.60,61.46,54134367
15-Jul-13,60.72,61.64,60.69,61.06,60543105
12-Jul-13,61.09,61.40,60.49,60.93,69910463
11-Jul-13,60.42,61.18,60.17,61.04,81618964
10-Jul-13,59.94,60.69,59.75,60.10,70350819
9-Jul-13,59.09,60.50,58.63,60.34,88172238
8-Jul-13,60.02,60.14,58.66,59.29,74578420
5-Jul-13,60.06,60.47,59.34,59.63,68520760
3-Jul-13,60.12,60.43,59.64,60.11,60232158
2-Jul-13,58.57,60.23,58.50,59.78,117521579
1-Jul-13,57.53,58.90,57.32,58.46,97793045
28-Jun-13,55.91,57.18,55.55,56.65,144659417
27-Jun-13,57.04,57.34,56.22,56.25,84350049
26-Jun-13,57.70,57.83,56.52,56.87,91986573
25-Jun-13,57.96,58.26,56.98,57.52,78584786
24-Jun-13,58.20,58.38,56.86,57.51,120186430
21-Jun-13,59.78,60.00,58.30,59.07,120297338
20-Jun-13,59.90,60.85,59.31,59.55,89374558
19-Jun-13,61.63,61.67,60.43,60.43,77757785
18-Jun-13,61.65,62.13,61.46,61.68,48790448
17-Jun-13,61.63,62.24,61.48,61.71,64860453
14-Jun-13,62.20,62.33,61.21,61.44,65672880
13-Jun-13,61.79,62.45,61.25,62.28,71528086
12-Jun-13,62.79,63.04,61.64,61.74,66356668
11-Jun-13,62.25,63.25,61.90,62.51,71426348
10-Jun-13,63.53,64.15,62.40,62.70,112589043
7-Jun-13,62.36,63.32,61.82,63.12,101185686
6-Jun-13,63.64,63.86,62.01,62.64,104268458
5-Jun-13,63.66,64.39,63.39,63.59,72647337
4-Jun-13,64.75,64.92,63.91,64.19,73181521
3-Jun-13,63.97,64.62,63.21,64.39,93087841
31-May-13,64.64,65.30,64.21,64.25,96075042
30-May-13,63.66,64.93,63.50,64.51,88428648
29-May-13,62.86,63.93,62.77,63.56,82695669
28-May-13,64.27,64.44,62.98,63.06,96536188
24-May-13,62.98,63.67,62.91,63.59,69106639
23-May-13,62.28,63.74,62.26,63.16,88345236
22-May-13,63.44,64.05,62.60,63.05,110814858
21-May-13,62.59,63.64,62.03,62.81,114074240
20-May-13,61.70,63.69,61.44,63.28,112893984
17-May-13,62.72,62.87,61.57,61.89,107019829
16-May-13,60.46,62.55,59.84,62.08,150866478
15-May-13,62.74,63.00,60.34,61.26,185403085
14-May-13,64.84,65.03,63.16,63.41,111778940
13-May-13,64.50,65.41,64.50,64.96,79277310
10-May-13,65.42,65.67,64.35,64.71,83712482
9-May-13,65.69,66.14,65.08,65.25,99687476
8-May-13,65.58,66.48,65.12,66.26,118149038
7-May-13,66.42,66.54,64.81,65.52,120938076
6-May-13,65.10,66.03,64.90,65.82,124160162
3-May-13,64.47,64.75,64.16,64.28,90381788
2-May-13,63.11,64.08,62.95,63.65,105506184
1-May-13,63.49,63.56,62.06,62.76,126788697
30-Apr-13,62.16,63.61,61.72,63.25,172884362
29-Apr-13,60.06,61.94,60.00,61.45,160081110
26-Apr-13,58.54,59.82,58.32,59.60,191068990
25-Apr-13,58.75,59.13,58.14,58.34,96209155
24-Apr-13,56.22,59.32,56.07,57.92,242458391
23-Apr-13,57.71,58.34,56.97,58.02,166058949
22-Apr-13,56.09,57.46,55.90,56.95,107479442
19-Apr-13,55.42,57.09,55.01,55.79,152318201
18-Apr-13,57.86,57.97,55.68,56.01,166574163
17-Apr-13,60.04,60.09,56.87,57.54,236263461
16-Apr-13,60.22,60.94,60.08,60.89,76442758
15-Apr-13,61.00,61.13,59.94,59.98,79379706
12-Apr-13,62.02,62.02,61.30,61.40,59681279
11-Apr-13,61.96,62.57,61.60,62.05,82154093
10-Apr-13,61.16,62.44,60.86,62.24,93981748
9-Apr-13,60.91,61.21,60.39,61.00,76688115
8-Apr-13,60.69,61.07,60.36,60.89,75264742
5-Apr-13,60.64,60.71,59.95,60.46,95923478
4-Apr-13,61.97,62.14,60.75,61.10,89664638
3-Apr-13,61.62,62.47,61.47,61.71,90803727
2-Apr-13,61.09,62.59,60.91,61.40,132443234
1-Apr-13,63.13,63.38,61.11,61.27,97432489
28-Mar-13,64.26,64.55,63.09,63.24,110745586
27-Mar-13,65.21,65.26,64.39,64.58,82852294
26-Mar-13,66.49,66.55,65.79,65.88,73573423
25-Mar-13,66.38,67.14,65.97,66.23,125283438
22-Mar-13,64.94,66.01,64.73,65.99,98776111
21-Mar-13,64.32,65.43,64.30,64.68,95813410
20-Mar-13,65.35,65.38,64.23,64.58,77165158
19-Mar-13,65.64,65.85,64.07,64.93,131693310
18-Mar-13,63.06,65.35,63.03,65.10,151549090
15-Mar-13,62.56,63.46,62.46,63.38,160989787
14-Mar-13,61.83,62.09,61.49,61.79,75968746
13-Mar-13,61.21,62.07,60.77,61.19,101454192
12-Mar-13,62.23,62.70,61.08,61.20,116477473
11-Mar-13,61.39,62.72,60.73,62.55,118558356
8-Mar-13,61.40,62.20,61.23,61.67,97898983
7-Mar-13,60.64,61.72,60.15,61.51,117117826
6-Mar-13,62.07,62.18,60.63,60.81,115062269
5-Mar-13,60.21,62.17,60.11,61.59,159607042
4-Mar-13,61.11,61.17,59.86,60.01,145684399
1-Mar-13,62.57,62.60,61.43,61.50,138111792
28-Feb-13,63.44,63.98,63.06,63.06,80628737
27-Feb-13,64.06,64.63,62.95,63.51,146836928
26-Feb-13,63.40,64.51,62.52,64.14,125374074
25-Feb-13,64.84,65.02,63.22,63.26,93144464
22-Feb-13,64.18,64.51,63.80,64.40,82663644
21-Feb-13,63.71,64.17,63.26,63.72,111795180
20-Feb-13,65.38,65.38,64.11,64.12,119074886
19-Feb-13,65.87,66.10,64.84,65.71,108944213
15-Feb-13,66.98,67.17,65.70,65.74,97981177
14-Feb-13,66.36,67.38,66.29,66.66,88876501
13-Feb-13,66.74,67.66,66.17,66.72,118801221
12-Feb-13,68.50,68.91,66.82,66.84,152262712
11-Feb-13,68.07,69.28,67.61,68.56,129358516
8-Feb-13,67.71,68.40,66.89,67.85,158288984
7-Feb-13,66.18,67.14,64.87,66.89,176145074
6-Feb-13,65.21,66.64,64.65,65.34,148426012
5-Feb-13,63.44,65.68,63.17,65.41,143336536
4-Feb-13,64.84,65.13,63.14,63.19,119278754
1-Feb-13,65.59,65.64,64.05,64.80,134867089
31-Jan-13,65.28,65.61,65.00,65.07,79833215
30-Jan-13,65.29,66.09,64.93,65.26,104288317
29-Jan-13,65.50,65.74,64.59,65.47,142768017
28-Jan-13,62.55,64.74,62.27,64.26,196378931
25-Jan-13,64.53,65.18,62.14,62.84,301993503
24-Jan-13,65.71,66.53,64.32,64.36,365212953
23-Jan-13,72.69,73.57,72.11,73.43,215375853
22-Jan-13,72.08,72.55,70.95,72.11,115386173
18-Jan-13,71.22,71.75,70.91,71.43,118287267
17-Jan-13,72.90,72.96,71.72,71.81,113412579
16-Jan-13,70.66,72.78,70.36,72.30,172700045
15-Jan-13,71.19,71.28,69.05,69.42,219192932
14-Jan-13,71.81,72.50,71.22,71.68,183544396
11-Jan-13,74.43,75.05,74.15,74.33,87688741
10-Jan-13,75.51,75.53,73.65,74.79,150285296
9-Jan-13,74.64,75.00,73.71,73.87,101899959
8-Jan-13,75.60,75.98,74.46,75.04,114676751
7-Jan-13,74.60,75.60,73.60,74.80,121038176
4-Jan-13,76.71,76.95,75.12,75.29,148581860
3-Jan-13,78.27,78.52,77.29,77.44,88240950
2-Jan-13,79.12,79.29,77.38,78.43,140124866
31-Dec-12,72.93,76.49,72.71,76.02,164872785
28-Dec-12,72.90,73.50,72.59,72.80,88569243
27-Dec-12,73.36,73.75,72.09,73.58,113779680
26-Dec-12,74.14,74.21,73.02,73.29,75609030
24-Dec-12,74.34,74.89,74.10,74.31,43936977
21-Dec-12,73.21,74.24,72.89,74.19,149129554
20-Dec-12,75.71,75.74,74.13,74.53,120421798
19-Dec-12,75.92,76.24,75.07,75.19,112340424
18-Dec-12,75.00,76.41,74.32,76.27,156417023
17-Dec-12,72.70,74.29,71.60,74.12,189736022
14-Dec-12,73.54,74.02,72.23,72.83,252394499
13-Dec-12,75.88,76.81,75.11,75.67,156314627
12-Dec-12,78.25,78.29,76.61,77.00,121783130
11-Dec-12,77.11,78.51,76.77,77.34,148085903
10-Dec-12,75.00,76.93,74.51,75.69,157620575
7-Dec-12,79.06,79.31,75.71,76.18,196941794
6-Dec-12,75.56,79.04,74.09,78.18,294301791
5-Dec-12,81.27,81.32,76.97,76.97,261159353
4-Dec-12,83.11,83.11,81.73,82.26,139482392
3-Dec-12,84.81,84.94,83.64,83.74,91069097
30-Nov-12,83.83,84.06,83.24,83.61,97824986
29-Nov-12,84.32,84.89,83.61,84.19,128674525
28-Nov-12,82.47,83.69,81.75,83.28,130264981
27-Nov-12,84.22,84.35,82.87,83.54,133328454
26-Nov-12,82.27,84.29,81.96,84.22,157644431
23-Nov-12,81.02,81.71,80.37,81.64,68206579
21-Nov-12,80.61,81.05,79.51,80.24,93306759
20-Nov-12,81.70,81.71,79.23,80.13,160687856
19-Nov-12,77.24,81.07,77.13,80.82,205792965
16-Nov-12,75.03,75.71,72.25,75.38,316722763
15-Nov-12,76.79,77.07,74.66,75.09,197477385
14-Nov-12,77.93,78.21,76.60,76.70,119291977
13-Nov-12,76.99,78.64,76.62,77.56,133302610
12-Nov-12,79.16,79.21,76.95,77.55,128950479
9-Nov-12,77.20,79.27,76.25,78.15,232476496
8-Nov-12,80.09,80.32,76.47,76.82,264036339
7-Nov-12,81.98,82.08,79.39,79.71,198412186
6-Nov-12,84.32,84.39,82.87,83.26,93729041
5-Nov-12,83.36,83.97,82.51,83.52,132321224
2-Nov-12,85.13,85.28,82.11,82.40,149843064
1-Nov-12,85.46,86.14,84.88,85.22,90361922
31-Oct-12,84.98,85.99,83.96,85.05,127500471
26-Oct-12,87.06,87.71,84.43,86.29,254605834
25-Oct-12,88.57,88.86,86.51,87.08,164081393
24-Oct-12,88.78,89.51,87.23,88.12,139631772
23-Oct-12,90.14,90.56,87.39,87.62,176786197
22-Oct-12,87.49,90.77,87.25,90.58,136682392
19-Oct-12,90.15,90.25,87.09,87.12,186021017
18-Oct-12,91.37,91.72,90.00,90.38,119155512
17-Oct-12,92.70,93.26,92.00,92.09,97327643
16-Oct-12,90.77,92.90,90.14,92.83,137442816
15-Oct-12,90.34,90.73,89.12,90.68,108124961
12-Oct-12,89.94,90.77,89.33,89.96,115003665
11-Oct-12,92.40,92.50,89.70,89.70,136520097
10-Oct-12,91.39,92.14,91.00,91.56,127588930
9-Oct-12,91.24,91.50,89.08,90.84,209648887
8-Oct-12,92.41,92.51,90.87,91.17,159494867
5-Oct-12,95.03,95.14,93.04,93.23,148501108
4-Oct-12,95.89,96.32,95.08,95.26,92688813
3-Oct-12,94.98,95.98,94.66,95.92,106069719
2-Oct-12,94.54,95.19,92.95,94.47,156997638
1-Oct-12,95.88,96.68,93.79,94.20,135895921
28-Sep-12,96.96,97.30,95.25,95.30,133777077
27-Sep-12,94.90,97.45,94.34,97.33,148522031
26-Sep-12,95.53,96.10,94.46,95.03,144175906
25-Sep-12,98.32,98.97,96.14,96.22,129690449
24-Sep-12,98.12,99.30,97.57,98.68,159936196
21-Sep-12,100.34,100.72,99.91,100.01,142897076
20-Sep-12,99.88,100.01,99.09,99.81,84141932
19-Sep-12,100.04,100.57,99.94,100.30,81715004
18-Sep-12,99.98,100.33,99.49,100.27,93375667
17-Sep-12,99.91,99.97,99.23,99.97,99507499
14-Sep-12,98.56,99.57,98.27,98.75,150118311
